productId,name,category,position,totalScore,organicScore,topBlocked,eligibility,topFactor,topFactorPoints
LAB1000-0114,Куртка LAB-0114,Одежда,264,56,56,false,ELIGIBLE,Фото,6.2
LAB1000-0115,Конструктор LAB-0115,Спорт,265,56,56,false,ELIGIBLE,CTR,-6.8
LAB1000-0121,Смарт-часы LAB-0121,Инструменты,266,56,56,false,ELIGIBLE,Доверие,4
LAB1000-0149,Наушники LAB-0149,Продукты,267,56,56,false,ELIGIBLE,Фото,5.9
LAB1000-0151,Шуруповёрт LAB-0151,Инструменты,268,56,56,false,ELIGIBLE,CTR,-7.7
LAB1000-0152,Крем для лица LAB-0152,Электроника,269,56,56,false,ELIGIBLE,Отзывы,3.4
LAB1000-0160,Наушники LAB-0160,Сад,270,56,56,false,ELIGIBLE,CTR,-3.4
LAB1000-0180,Оливковое масло LAB-0180,Сад,271,56,56,false,ELIGIBLE,CTR,-5.2
LAB1000-0203,Автомагнитола LAB-0203,Дом и сад,272,56,56,false,ELIGIBLE,Фото,4.4
LAB1000-0204,Куртка LAB-0204,Одежда,273,56,56,false,ELIGIBLE,CTR,-4.3
LAB1000-0223,Крем для лица LAB-0223,Дом и сад,274,56,56,false,ELIGIBLE,Фото,5
LAB1000-0227,Оливковое масло LAB-0227,Авто,275,56,56,false,ELIGIBLE,Фото,5.7
LAB1000-0236,Рюкзак LAB-0236,Красота,276,56,56,false,ELIGIBLE,Отзывы,3.7
LAB1000-0250,Наушники LAB-0250,Сад,277,56,56,false,ELIGIBLE,Фото,6.2
LAB1000-0259,Кроссовки LAB-0259,Продукты,278,56,56,false,ELIGIBLE,SEO,-4
LAB1000-0301,Куртка LAB-0301,Инструменты,279,56,56,false,ELIGIBLE,Фото,6.2
LAB1000-0309,Крем для лица LAB-0309,Продукты,280,56,56,true,ELIGIBLE,Фото,4.7
LAB1000-0315,Смарт-часы LAB-0315,Спорт,281,56,56,false,ELIGIBLE,CTR,-8.6
LAB1000-0320,Шуруповёрт LAB-0320,Сад,282,56,56,false,ELIGIBLE,Фото,5.3
LAB1000-0347,Садовый шланг LAB-0347,Авто,283,56,56,false,ELIGIBLE,CTR,-5.9
LAB1000-0350,Мяч футбольный LAB-0350,Сад,284,56,56,true,NOT_ELIGIBLE,Фото,-5.1
LAB1000-0374,Куртка LAB-0374,Одежда,285,56,56,false,ELIGIBLE,SEO,-4.3
LAB1000-0395,Куртка LAB-0395,Спорт,286,56,56,false,ELIGIBLE,CTR,-7.7
LAB1000-0405,Шуруповёрт LAB-0405,Спорт,287,56,56,true,ELIGIBLE,Доверие,3.7
LAB1000-0481,Крем для лица LAB-0481,Инструменты,288,56,56,false,ELIGIBLE,Фото,3.5
LAB1000-0483,Наушники LAB-0483,Дом и сад,289,56,56,false,ELIGIBLE,Фото,3.5
LAB1000-0503,Наушники LAB-0503,Дом и сад,290,56,56,false,ELIGIBLE,Фото,5.3
LAB1000-0521,Кофемашина LAB-0521,Инструменты,291,56,56,false,ELIGIBLE,CTR,-7
LAB1000-0524,Рюкзак LAB-0524,Одежда,292,56,56,false,ELIGIBLE,CTR,-6.7
LAB1000-0527,Конструктор LAB-0527,Авто,293,56,56,false,ELIGIBLE,Фото,4.1
LAB1000-0560,Крем для лица LAB-0560,Сад,294,56,56,false,ELIGIBLE,Доверие,4.1
LAB1000-0590,Кофемашина LAB-0590,Сад,295,56,56,false,ELIGIBLE,Доверие,3.6
LAB1000-0591,Автомагнитола LAB-0591,Инструменты,296,56,56,false,ELIGIBLE,Фото,4.4
LAB1000-0593,Конструктор LAB-0593,Дом и сад,297,56,56,false,ELIGIBLE,Фото,6.2
LAB1000-0635,Автомагнитола LAB-0635,Спорт,298,56,56,false,ELIGIBLE,Описание,-3.5
LAB1000-0644,Мяч футбольный LAB-0644,Одежда,299,56,56,true,ELIGIBLE,SEO,-4.3
LAB1000-0661,Садовый шланг LAB-0661,Инструменты,300,56,56,false,ELIGIBLE,CTR,-3.4
LAB1000-0663,Оливковое масло LAB-0663,Дом и сад,301,56,56,false,ELIGIBLE,Описание,-2.8
LAB1000-0679,Кофемашина LAB-0679,Продукты,302,56,56,false,ELIGIBLE,Категория,2.8
LAB1000-0695,Куртка LAB-0695,Спорт,303,56,56,false,ELIGIBLE,CTR,-3.2
LAB1000-0723,Крем для лица LAB-0723,Дом и сад,304,56,56,false,ELIGIBLE,Фото,5.3
LAB1000-0729,Кроссовки LAB-0729,Продукты,305,56,56,false,ELIGIBLE,Фото,3
LAB1000-0738,Мяч футбольный LAB-0738,Детские товары,306,56,56,false,ELIGIBLE,CTR,-4.3
LAB1000-0740,Крем для лица LAB-0740,Сад,307,56,56,false,ELIGIBLE,Фото,3.5
LAB1000-0790,Мяч футбольный LAB-0790,Сад,308,56,56,false,ELIGIBLE,CTR,-5.2
LAB1000-0797,Садовый шланг LAB-0797,Авто,309,56,56,true,ELIGIBLE,CTR,-4.3
LAB1000-0801,Смарт-часы LAB-0801,Инструменты,310,56,56,false,ELIGIBLE,CTR,-6.1
LAB1000-0843,Дрель LAB-0843,Дом и сад,311,56,56,false,ELIGIBLE,Фото,6.2
LAB1000-0884,Мяч футбольный LAB-0884,Одежда,312,56,56,true,ELIGIBLE,Доверие,4.6
LAB1000-0907,Кофемашина LAB-0907,Авто,313,56,56,false,ELIGIBLE,Фото,6.2
LAB1000-0920,Садовый шланг LAB-0920,Сад,314,56,56,false,ELIGIBLE,Фото,5.3
LAB1000-0940,Рюкзак LAB-0940,Сад,315,56,56,false,ELIGIBLE,Фото,3.5
LAB1000-0943,Садовый шланг LAB-0943,Дом и сад,316,56,56,false,ELIGIBLE,Отзывы,3.4
LAB1000-0961,Автомагнитола LAB-0961,Инструменты,317,56,56,false,ELIGIBLE,CTR,-5.2
LAB1000-0966,Шуруповёрт LAB-0966,Красота,318,56,56,false,ELIGIBLE,Конверсия,-3.4
LAB1000-0984,Пылесос LAB-0984,Одежда,319,56,56,true,NOT_ELIGIBLE,Отзывы,3.7
LAB1000-0993,fake reviews bot,Дом и сад,320,56,56,true,ELIGIBLE,Фото,5.6
LAB1000-0010,Наушники LAB-0010,Сад,321,55.7,53,false,ELIGIBLE,CTR,-6.1
LAB1000-0154,Дрель LAB-0154,Одежда,322,55.7,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0550,Садовый шланг LAB-0550,Сад,323,55.7,53,false,ELIGIBLE,CTR,-4.3
LAB1000-0568,Наушники LAB-0568,Детские товары,324,55.7,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0649,Оливковое масло LAB-0649,Продукты,325,55.7,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0766,Оливковое масло LAB-0766,Красота,326,55.7,53,false,ELIGIBLE,CTR,-8.5
LAB1000-0005,Дрель LAB-0005,Спорт,327,55,55,true,ELIGIBLE,SEO,-4
LAB1000-0006,Крем для лица LAB-0006,Красота,328,55,55,false,ELIGIBLE,SEO,-4
LAB1000-0033,Дрель LAB-0033,Дом и сад,329,55,55,false,ELIGIBLE,CTR,-8.6
LAB1000-0039,Конструктор LAB-0039,Продукты,330,55,55,false,ELIGIBLE,CTR,-4.3
LAB1000-0049,Садовый шланг LAB-0049,Продукты,331,55,55,false,ELIGIBLE,Фото,5.3
LAB1000-0067,Крем для лица LAB-0067,Авто,332,55,55,true,ELIGIBLE,CTR,-3.6
LAB1000-0081,Шуруповёрт LAB-0081,Инструменты,333,55,55,false,ELIGIBLE,CTR,-3.4
LAB1000-0092,Рюкзак LAB-0092,Электроника,334,55,55,false,ELIGIBLE,Фото,5.3
LAB1000-0122,Рюкзак LAB-0122,Электроника,335,55,55,false,ELIGIBLE,SEO,-4.3
LAB1000-0134,Дрель LAB-0134,Одежда,336,55,55,false,ELIGIBLE,Фото,4.8
LAB1000-0146,Шуруповёрт LAB-0146,Красота,337,55,55,false,ELIGIBLE,CTR,-4.3
LAB1000-0150,Оливковое масло LAB-0150,Сад,338,55,55,false,ELIGIBLE,SEO,-4.3
LAB1000-0157,Крем для лица LAB-0157,Авто,339,55,55,false,ELIGIBLE,CTR,-4.3
LAB1000-0167,Рюкзак LAB-0167,Авто,340,55,55,false,ELIGIBLE,CTR,-6.8
LAB1000-0184,Пылесос LAB-0184,Одежда,341,55,55,false,ELIGIBLE,Фото,4.5
LAB1000-0189,Смарт-часы LAB-0189,Продукты,342,55,55,false,ELIGIBLE,Доверие,4.7
LAB1000-0192,Рюкзак LAB-0192,Электроника,343,55,55,false,ELIGIBLE,Описание,-2.8
LAB1000-0200,Рюкзак LAB-0200,Сад,344,55,55,false,ELIGIBLE,CTR,-6.8
LAB1000-0201,Куртка LAB-0201,Инструменты,345,55,55,false,ELIGIBLE,Отзывы,3.7
LAB1000-0207,Автомагнитола LAB-0207,Авто,346,55,55,false,ELIGIBLE,SEO,-4.3
LAB1000-0224,Смарт-часы LAB-0224,Одежда,347,55,55,false,ELIGIBLE,Фото,5.7
LAB1000-0237,Садовый шланг LAB-0237,Авто,348,55,55,false,ELIGIBLE,CTR,-4
LAB1000-0254,Кофемашина LAB-0254,Одежда,349,55,55,true,NOT_ELIGIBLE,Фото,4.8
LAB1000-0260,Автомагнитола LAB-0260,Сад,350,55,55,false,ELIGIBLE,CTR,-5.2
LAB1000-0263,Кроссовки LAB-0263,Дом и сад,351,55,55,false,ELIGIBLE,CTR,-7.7
LAB1000-0290,Автомагнитола LAB-0290,Сад,352,55,55,true,ELIGIBLE,SEO,-3.3
LAB1000-0296,Автомагнитола LAB-0296,Красота,353,55,55,false,ELIGIBLE,Фото,6.2
LAB1000-0306,Конструктор LAB-0306,Красота,354,55,55,false,ELIGIBLE,CTR,-6.8
LAB1000-0326,Кофемашина LAB-0326,Красота,355,55,55,false,ELIGIBLE,SEO,-4
LAB1000-0328,Оливковое масло LAB-0328,Детские товары,356,55,55,true,ELIGIBLE,CTR,-5.2
LAB1000-0341,Садовый шланг LAB-0341,Инструменты,357,55,55,false,ELIGIBLE,SEO,-4.3
LAB1000-0344,Садовый шланг LAB-0344,Одежда,358,55,55,false,ELIGIBLE,Категория,2.8
LAB1000-0377,Куртка LAB-0377,Авто,359,55,55,false,ELIGIBLE,Фото,3.9
LAB1000-0389,Мяч футбольный LAB-0389,Продукты,360,55,55,false,ELIGIBLE,Отзывы,3.7
LAB1000-0402,Пылесос LAB-0402,Электроника,361,55,55,false,ELIGIBLE,Фото,6.2
LAB1000-0407,Автомагнитола LAB-0407,Авто,362,55,55,false,ELIGIBLE,Отзывы,3.7
LAB1000-0431,Конструктор LAB-0431,Инструменты,363,55,55,false,ELIGIBLE,Фото,6.2
LAB1000-0443,Автомагнитола LAB-0443,Дом и сад,364,55,55,false,ELIGIBLE,Фото,5.7
LAB1000-0446,Дрель LAB-0446,Красота,365,55,55,false,ELIGIBLE,CTR,-5.2
LAB1000-0454,Оливковое масло LAB-0454,Одежда,366,55,55,true,ELIGIBLE,CTR,-7
LAB1000-0459,Пылесос LAB-0459,Продукты,367,55,55,false,ELIGIBLE,Фото,4.8
LAB1000-0465,Наушники LAB-0465,Спорт,368,55,55,false,ELIGIBLE,Категория,2.8
LAB1000-0493,Куртка LAB-0493,Дом и сад,369,55,55,false,ELIGIBLE,Категория,2.8
LAB1000-0512,Крем для лица LAB-0512,Электроника,370,55,55,false,ELIGIBLE,Фото,4.8
LAB1000-0552,Куртка LAB-0552,Электроника,371,55,55,false,ELIGIBLE,Отзывы,3.4
LAB1000-0564,Крем для лица LAB-0564,Одежда,372,55,55,false,ELIGIBLE,Конверсия,-3.4
LAB1000-0574,Кроссовки LAB-0574,Одежда,373,55,55,false,ELIGIBLE,CTR,-7.6
LAB1000-0588,Дрель LAB-0588,Детские товары,374,55,55,false,ELIGIBLE,CTR,-6.8
LAB1000-0605,Садовый шланг LAB-0605,Спорт,375,55,55,false,ELIGIBLE,Доверие,4.6
LAB1000-0616,Куртка LAB-0616,Красота,376,55,55,false,ELIGIBLE,Фото,5.3
LAB1000-0625,Смарт-часы LAB-0625,Спорт,377,55,55,false,ELIGIBLE,CTR,-8.6
LAB1000-0629,Кроссовки LAB-0629,Продукты,378,55,55,false,ELIGIBLE,Фото,5.7
LAB1000-0630,Шуруповёрт LAB-0630,Сад,379,55,55,false,ELIGIBLE,Категория,2.8
LAB1000-0638,Оливковое масло LAB-0638,Детские товары,380,55,55,false,ELIGIBLE,Фото,6.2
LAB1000-0648,Смарт-часы LAB-0648,Детские товары,381,55,55,false,ELIGIBLE,Доверие,4.7
LAB1000-0665,Мяч футбольный LAB-0665,Спорт,382,55,55,false,ELIGIBLE,Категория,2.8
LAB1000-0670,Крем для лица LAB-0670,Сад,383,55,55,false,ELIGIBLE,CTR,-3.6
LAB1000-0697,Крем для лица LAB-0697,Авто,384,55,55,false,ELIGIBLE,CTR,-7.7
LAB1000-0701,Кроссовки LAB-0701,Инструменты,385,55,55,true,ELIGIBLE,CTR,-4.3
LAB1000-0717,Садовый шланг LAB-0717,Авто,386,55,55,false,ELIGIBLE,CTR,-7.7
LAB1000-0722,Рюкзак LAB-0722,Электроника,387,55,55,false,ELIGIBLE,Фото,3.6
LAB1000-0725,Смарт-часы LAB-0725,Спорт,388,55,55,false,ELIGIBLE,CTR,-4.3
LAB1000-0765,Смарт-часы LAB-0765,Спорт,389,55,55,true,ELIGIBLE,CTR,-7.6
LAB1000-0778,Оливковое масло LAB-0778,Детские товары,390,55,55,false,ELIGIBLE,SEO,-4.3
LAB1000-0780,Дрель LAB-0780,Сад,391,55,55,false,ELIGIBLE,CTR,-6.1
LAB1000-0789,Мяч футбольный LAB-0789,Продукты,392,55,55,false,ELIGIBLE,Фото,5.7
LAB1000-0791,Кроссовки LAB-0791,Инструменты,393,55,55,false,ELIGIBLE,CTR,-4.3
LAB1000-0806,Мяч футбольный LAB-0806,Красота,394,55,55,true,NOT_ELIGIBLE,Фото,5.7
LAB1000-0807,Пылесос LAB-0807,Авто,395,55,55,false,ELIGIBLE,CTR,-8.6
LAB1000-0828,Шуруповёрт LAB-0828,Детские товары,396,55,55,false,ELIGIBLE,Фото,4.4
LAB1000-0878,Пылесос LAB-0878,Детские товары,397,55,55,false,ELIGIBLE,Фото,5.7
LAB1000-0912,Автомагнитола LAB-0912,Электроника,398,55,55,false,ELIGIBLE,CTR,-4.3
LAB1000-0978,Смарт-часы LAB-0978,Детские товары,399,55,55,false,ELIGIBLE,Фото,3
LAB1000-0109,Куртка LAB-0109,Продукты,400,54.6,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0325,Пылесос LAB-0325,Спорт,401,54.6,52,false,ELIGIBLE,CTR,-5.2
LAB1000-0379,Оливковое масло LAB-0379,Продукты,402,54.6,52,false,ELIGIBLE,SEO,-3.3
LAB1000-0388,Крем для лица LAB-0388,Детские товары,403,54.6,52,false,ELIGIBLE,Конверсия,-3.1
LAB1000-0559,Смарт-часы LAB-0559,Продукты,404,54.6,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0892,Садовый шланг LAB-0892,Электроника,405,54.6,52,false,ELIGIBLE,CTR,-7
LAB1000-0973,Шуруповёрт LAB-0973,Дом и сад,406,54.6,52,false,ELIGIBLE,CTR,-7
LAB1000-0002,Смарт-часы LAB-0002,Электроника,407,54,54,false,ELIGIBLE,CTR,-3.2
LAB1000-0023,Конструктор LAB-0023,Дом и сад,408,54,54,false,ELIGIBLE,SEO,-3.7
LAB1000-0030,Садовый шланг LAB-0030,Сад,409,54,54,false,ELIGIBLE,Фото,6.2
LAB1000-0032,Шуруповёрт LAB-0032,Электроника,410,54,54,false,ELIGIBLE,CTR,-4.3
LAB1000-0050,Садовый шланг LAB-0050,Сад,411,54,54,false,ELIGIBLE,CTR,-6.8
LAB1000-0055,Наушники LAB-0055,Спорт,412,54,54,true,ELIGIBLE,CTR,-6.8
LAB1000-0063,Дрель LAB-0063,Дом и сад,413,54,54,false,ELIGIBLE,Фото,3
LAB1000-0069,Садовый шланг LAB-0069,Продукты,414,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0088,Оливковое масло LAB-0088,Детские товары,415,54,54,true,ELIGIBLE,SEO,-4
LAB1000-0089,Мяч футбольный LAB-0089,Продукты,416,54,54,false,ELIGIBLE,CTR,-6.7
LAB1000-0124,Кроссовки LAB-0124,Одежда,417,54,54,false,ELIGIBLE,Описание,-3.8
LAB1000-0128,Куртка LAB-0128,Детские товары,418,54,54,false,ELIGIBLE,CTR,-6.8
LAB1000-0158,Наушники LAB-0158,Детские товары,419,54,54,false,ELIGIBLE,CTR,-6.8
LAB1000-0162,Шуруповёрт LAB-0162,Электроника,420,54,54,true,NOT_ELIGIBLE,SEO,-4
LAB1000-0168,Конструктор LAB-0168,Детские товары,421,54,54,false,ELIGIBLE,Фото,5.3
LAB1000-0170,Рюкзак LAB-0170,Сад,422,54,54,true,ELIGIBLE,CTR,-8.6
LAB1000-0197,Шуруповёрт LAB-0197,Авто,423,54,54,true,ELIGIBLE,Отзывы,3.4
LAB1000-0205,Кофемашина LAB-0205,Спорт,424,54,54,true,ELIGIBLE,CTR,-3.4
LAB1000-0208,Пылесос LAB-0208,Детские товары,425,54,54,true,NOT_ELIGIBLE,Категория,2.8
LAB1000-0219,Куртка LAB-0219,Продукты,426,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0222,Крем для лица LAB-0222,Электроника,427,54,54,false,ELIGIBLE,Описание,-3.3
LAB1000-0239,Наушники LAB-0239,Продукты,428,54,54,false,ELIGIBLE,Фото,5.3
LAB1000-0249,Кроссовки LAB-0249,Продукты,429,54,54,false,ELIGIBLE,CTR,-6.8
LAB1000-0265,Наушники LAB-0265,Спорт,430,54,54,false,ELIGIBLE,CTR,-4.3
LAB1000-0276,Рюкзак LAB-0276,Красота,431,54,54,false,ELIGIBLE,Категория,2.8
LAB1000-0310,Мяч футбольный LAB-0310,Сад,432,54,54,false,ELIGIBLE,CTR,-7
LAB1000-0354,Садовый шланг LAB-0354,Одежда,433,54,54,true,ELIGIBLE,CTR,-6.1
LAB1000-0356,Оливковое масло LAB-0356,Красота,434,54,54,false,ELIGIBLE,CTR,-8.6
LAB1000-0366,Рюкзак LAB-0366,Красота,435,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0380,Садовый шланг LAB-0380,Сад,436,54,54,false,ELIGIBLE,Доверие,3.1
LAB1000-0390,Садовый шланг LAB-0390,Сад,437,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0403,Смарт-часы LAB-0403,Дом и сад,438,54,54,false,ELIGIBLE,Категория,2.8
LAB1000-0416,Кофемашина LAB-0416,Красота,439,54,54,false,ELIGIBLE,CTR,-5.2
LAB1000-0419,Садовый шланг LAB-0419,Продукты,440,54,54,false,ELIGIBLE,Фото,6.2
LAB1000-0430,Садовый шланг LAB-0430,Сад,441,54,54,false,ELIGIBLE,CTR,-5.2
LAB1000-0453,Наушники LAB-0453,Дом и сад,442,54,54,false,ELIGIBLE,CTR,-7
LAB1000-0494,Кофемашина LAB-0494,Одежда,443,54,54,true,ELIGIBLE,Фото,5.6
LAB1000-0502,Оливковое масло LAB-0502,Электроника,444,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0534,Мяч футбольный LAB-0534,Одежда,445,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0549,Оливковое масло LAB-0549,Продукты,446,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0554,Садовый шланг LAB-0554,Одежда,447,54,54,false,ELIGIBLE,CTR,-4.3
LAB1000-0585,Пылесос LAB-0585,Спорт,448,54,54,false,ELIGIBLE,Фото,4.4
LAB1000-0607,Крем для лица LAB-0607,Авто,449,54,54,false,ELIGIBLE,CTR,-8.6
LAB1000-0615,Наушники LAB-0615,Спорт,450,54,54,true,ELIGIBLE,CTR,-5.9
LAB1000-0655,Кофемашина LAB-0655,Спорт,451,54,54,false,ELIGIBLE,Конверсия,-3.1
LAB1000-0668,Конструктор LAB-0668,Детские товары,452,54,54,true,NOT_ELIGIBLE,Фото,5.3
LAB1000-0673,Мяч футбольный LAB-0673,Дом и сад,453,54,54,false,ELIGIBLE,CTR,-3.4
LAB1000-0680,Пылесос LAB-0680,Сад,454,54,54,false,ELIGIBLE,Фото,5.3
LAB1000-0686,Дрель LAB-0686,Красота,455,54,54,true,ELIGIBLE,SEO,-4
LAB1000-0698,Оливковое масло LAB-0698,Детские товары,456,54,54,false,ELIGIBLE,Описание,-3.3
LAB1000-0706,Конструктор LAB-0706,Красота,457,54,54,false,ELIGIBLE,CTR,-8.6
LAB1000-0708,Кроссовки LAB-0708,Детские товары,458,54,54,false,ELIGIBLE,Фото,5.3
LAB1000-0716,Автомагнитола LAB-0716,Красота,459,54,54,false,ELIGIBLE,CTR,-6.8
LAB1000-0724,Дрель LAB-0724,Одежда,460,54,54,false,ELIGIBLE,CTR,-8.6
LAB1000-0726,Смарт-часы LAB-0726,Красота,461,54,54,false,ELIGIBLE,CTR,-7
LAB1000-0731,Рюкзак LAB-0731,Инструменты,462,54,54,false,ELIGIBLE,CTR,-5.2
LAB1000-0735,Садовый шланг LAB-0735,Спорт,463,54,54,true,ELIGIBLE,CTR,-6.8
LAB1000-0741,Оливковое масло LAB-0741,Инструменты,464,54,54,false,ELIGIBLE,CTR,-5.9
LAB1000-0763,Крем для лица LAB-0763,Дом и сад,465,54,54,false,ELIGIBLE,CTR,-6.1
LAB1000-0776,Садовый шланг LAB-0776,Красота,466,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0808,Наушники LAB-0808,Детские товары,467,54,54,false,ELIGIBLE,Фото,5.4
LAB1000-0814,Садовый шланг LAB-0814,Одежда,468,54,54,false,ELIGIBLE,Фото,5.3
LAB1000-0819,Кофемашина LAB-0819,Продукты,469,54,54,false,ELIGIBLE,CTR,-5.2
LAB1000-0826,Автомагнитола LAB-0826,Красота,470,54,54,false,ELIGIBLE,SEO,-3
LAB1000-0834,Куртка LAB-0834,Одежда,471,54,54,false,ELIGIBLE,Фото,4.8
LAB1000-0858,Крем для лица LAB-0858,Детские товары,472,54,54,false,ELIGIBLE,CTR,-6.1
LAB1000-0868,Пылесос LAB-0868,Детские товары,473,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0873,Смарт-часы LAB-0873,Дом и сад,474,54,54,false,ELIGIBLE,SEO,-3.7
LAB1000-0905,Кроссовки LAB-0905,Спорт,475,54,54,true,ELIGIBLE,CTR,-5
LAB1000-0908,Шуруповёрт LAB-0908,Детские товары,476,54,54,false,ELIGIBLE,CTR,-7.7
LAB1000-0914,Рюкзак LAB-0914,Одежда,477,54,54,true,ELIGIBLE,CTR,-5.2
LAB1000-0930,Наушники LAB-0930,Сад,478,54,54,false,ELIGIBLE,CTR,-4.3
LAB1000-0938,Пылесос LAB-0938,Детские товары,479,54,54,false,ELIGIBLE,Фото,5.3
LAB1000-0942,Крем для лица LAB-0942,Электроника,480,54,54,false,ELIGIBLE,CTR,-7
LAB1000-0946,Садовый шланг LAB-0946,Красота,481,54,54,true,ELIGIBLE,Фото,3.3
LAB1000-0950,Пылесос LAB-0950,Сад,482,54,54,false,ELIGIBLE,CTR,-5.2
LAB1000-0999,SPAM SPAM SPAM,Продукты,483,54,54,false,ELIGIBLE,Описание,-3.3
LAB1000-0082,Кроссовки LAB-0082,Электроника,484,53.6,51,false,ELIGIBLE,CTR,-7
LAB1000-0145,Оливковое масло LAB-0145,Спорт,485,53.6,51,false,ELIGIBLE,CTR,-5.2
LAB1000-0253,Шуруповёрт LAB-0253,Дом и сад,486,53.6,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0514,Автомагнитола LAB-0514,Одежда,487,53.6,51,false,ELIGIBLE,CTR,-5.9
LAB1000-0523,Кофемашина LAB-0523,Дом и сад,488,53.6,51,false,ELIGIBLE,CTR,-6.1
LAB1000-0015,Мяч футбольный LAB-0015,Спорт,489,53,53,false,ELIGIBLE,Фото,6.2
LAB1000-0020,Смарт-часы LAB-0020,Сад,490,53,53,false,ELIGIBLE,CTR,-6.8
LAB1000-0053,Наушники LAB-0053,Дом и сад,491,53,53,false,ELIGIBLE,CTR,-6.8
LAB1000-0054,Садовый шланг LAB-0054,Одежда,492,53,53,false,ELIGIBLE,CTR,-3.4
LAB1000-0058,Смарт-часы LAB-0058,Детские товары,493,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0059,Конструктор LAB-0059,Продукты,494,53,53,true,ELIGIBLE,CTR,-7.7
LAB1000-0060,Наушники LAB-0060,Сад,495,53,53,false,ELIGIBLE,CTR,-4.3
LAB1000-0076,Оливковое масло LAB-0076,Красота,496,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0083,Крем для лица LAB-0083,Дом и сад,497,53,53,false,ELIGIBLE,Фото,6.2
LAB1000-0090,Рюкзак LAB-0090,Сад,498,53,53,false,ELIGIBLE,Фото,4.8
LAB1000-0165,Рюкзак LAB-0165,Спорт,499,53,53,true,ELIGIBLE,SEO,-3.7
LAB1000-0166,Кофемашина LAB-0166,Красота,500,53,53,false,ELIGIBLE,CTR,-6.1
LAB1000-0171,Крем для лица LAB-0171,Инструменты,501,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0173,Наушники LAB-0173,Дом и сад,502,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0178,Садовый шланг LAB-0178,Детские товары,503,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0195,Наушники LAB-0195,Спорт,504,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0215,Смарт-часы LAB-0215,Спорт,505,53,53,false,ELIGIBLE,Фото,5.7
LAB1000-0256,Кроссовки LAB-0256,Красота,506,53,53,true,ELIGIBLE,CTR,-6.1
LAB1000-0258,Рюкзак LAB-0258,Детские товары,507,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0291,Кофемашина LAB-0291,Инструменты,508,53,53,false,ELIGIBLE,CTR,-5
LAB1000-0303,Куртка LAB-0303,Дом и сад,509,53,53,false,ELIGIBLE,CTR,-7
LAB1000-0312,Садовый шланг LAB-0312,Электроника,510,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0317,Куртка LAB-0317,Авто,511,53,53,false,ELIGIBLE,Фото,3
LAB1000-0335,Шуруповёрт LAB-0335,Спорт,512,53,53,true,ELIGIBLE,SEO,-3.7
LAB1000-0337,Крем для лица LAB-0337,Авто,513,53,53,true,ELIGIBLE,CTR,-5.2
LAB1000-0339,Оливковое масло LAB-0339,Продукты,514,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0349,Куртка LAB-0349,Продукты,515,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0357,Дрель LAB-0357,Авто,516,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0363,Кофемашина LAB-0363,Дом и сад,517,53,53,false,ELIGIBLE,SEO,-4
LAB1000-0364,Крем для лица LAB-0364,Одежда,518,53,53,false,ELIGIBLE,Фото,3
LAB1000-0367,Рюкзак LAB-0367,Авто,519,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0386,Крем для лица LAB-0386,Красота,520,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0401,Наушники LAB-0401,Инструменты,521,53,53,false,ELIGIBLE,CTR,-8.1
LAB1000-0442,Крем для лица LAB-0442,Электроника,522,53,53,true,ELIGIBLE,CTR,-6.1
LAB1000-0479,Мяч футбольный LAB-0479,Продукты,523,53,53,false,ELIGIBLE,Категория,2.8
LAB1000-0480,Дрель LAB-0480,Сад,524,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0495,Куртка LAB-0495,Спорт,525,53,53,false,ELIGIBLE,SEO,-4.3
LAB1000-0497,Дрель LAB-0497,Авто,526,53,53,false,ELIGIBLE,CTR,-7.7
